company_name,cik,s1_url,s1_filing_date,summary_snippet,classification,ipo_date,ticker,founding_year,ipo_year,sic,sic_description,ipo_date_source,reason
"Cancer Prevention Pharmaceuticals, Inc.",0001471002,https://www.sec.gov/Archives/edgar/data/1471002/000114420415072415/v427012_s1.htm,12/23/2015,"This is a firm commitment initial public offering of      shares of common stock of Cancer Prevention Pharmaceuticals, Inc. No public market currently exists for our shares. We anticipate that the initial public offering price will be between $    and $    . We are a clinical-stage biopharmaceutical company formed primarily to develop and commercialize therapeutic agents for the treatment and prevention of certain pre-cancerous conditions, orphan diseases (i.e., rare diseases) and gastrointestinal conditions. We are currently enrolling patients in our Phase 3 clinical trial with our product candidate CPP-1X/sul for the treatment of familial adenomatous polyposis (“FAP”), a rare inherited condition that can cause the growth of thousands of colorectal adenomas (i.e., adenomatous polyps), which are recognized as a key risk factor for colon cancer, and we are a regulatory
and commercial collaborator in a Phase 3 clinical trial funded by the National Cancer Institute (the “NCI”) for the study of colon cancer risk reduction and colon adenoma therapy (“CAT”), a preventative treatment approach for survivors of colorectal cancer or those who have high-risk colon polyps. In addition, our therapeutic agent has been used in several investigator-sponsored trials and company-sponsored preclinical trials including: (1) Phase 1 and Phase 2 investigator-sponsored clinical trials for the treatment of Neuroblastoma (“Neuroblastoma” or “NB”), a particularly deadly cancer affecting children, funded by nonprofit organizations; (2) Phase 1 investigator-sponsored clinical trial for the treatment of early-onset type 1 diabetes funded by the Juvenile Diabetes Research Foundation; (3) Phase 2a investigator-sponsored clinical trial expected to be initiated this year for treatment of gastric cancer funded by the NCI; and (4) preclinical
studies that we have sponsored in the orphan disease and cancer fields.",THERAPEUTICS,2015-12-23,,,,2834.0,Pharmaceutical Preparations,s1_filing_date_proxy,
"Neos Therapeutics, Inc.",0001467652,https://www.sec.gov/Archives/edgar/data/1467652/000104746915005592/a2225009zs-1.htm,6/19/2015,"We are a pharmaceutical company focused on developing, manufacturing and commercializing products utilizing our proprietary modified-release drug
delivery technology platform, which we have already used to develop our three branded product candidates for the treatment of attention deficit hyperactivity disorder, or ADHD. Our product candidates
are extended-release, or XR, medications in patient-friendly, orally disintegrating tablets, or ODT, or liquid suspension dosage forms. We have a Prescription Drug User Fee Act, or PDUFA, goal date of
November 9, 2015 for NT-0102, our methylphenidate XR-ODT. A PDUFA goal date is a review performance goal for the FDA to meet in acting on a new drug application, or NDA. Under PDUFA, as amended
by the Food and Drug Administration Safety and Innovation Act, for fiscal year 2015, the FDA agreed to review and act on 90% of standard, non-new molecular entity NDAs, like the one submitted for
NT-0102, within 10 months from the FDA's receipt of the NDA submission. We expect to resubmit an NDA for NT-0202, our amphetamine XR-ODT, by July 2015, and submit an NDA for NT-0201, our
amphetamine XR liquid suspension, in the third quarter of 2015. If approved, we believe our product candidates will address an unmet need by providing more patient- and caregiver-friendly dosing
options not previously available to patients in the $10.7 billion market for ADHD-indicated medications. Our
product candidates incorporate two of the most commonly prescribed medications for the treatment of ADHD, methylphenidate and amphetamine. Our proprietary modified-release drug delivery platform
has enabled us to create novel, extended-release ODT and liquid suspension dosage forms of these medications. If approved, we believe our most advanced product candidates, NT-0102 and NT-0202, will be
the first methylphenidate XR-ODT and the first amphetamine XR-ODT, respectively, for the treatment of ADHD. We expect our patent estate, which we developed internally and which includes
composition-of-matter, method-of-manufacture and method-of-use patents and patent applications, some of which are not scheduled to expire until 2032, will provide additional protection for our three
branded product candidates.",THERAPEUTICS,2015-07-24,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"ZS Pharma, Inc.",0001459266,https://www.sec.gov/Archives/edgar/data/1459266/000119312514199541/d698362ds1.htm,5/15/2014,"We are a biopharmaceutical company focused on the development and commercialization of highly selective, non-absorbed
drugs to treat renal, cardiovascular, liver and metabolic diseases. Our proprietary zirconium silicate technology allows us to create highly selective ion traps that can reduce toxic levels of specific electrolytes without disturbing the balance of
other electrolytes. Our initial focus is on the development of ZS-9, our product candidate in Phase III development for the treatment of hyperkalemia, a life-threatening condition in which elevated levels of potassium in the blood (greater than 5.0
mEq/L) increase the risk of muscle dysfunction, including cardiac arrhythmias and sudden cardiac death. We are advancing ZS-9 through clinical development with the goal of obtaining approval for the treatment of acute and chronic hyperkalemia,
regardless of the underlying disease state. We have designed our development program based on input from the United States Food and Drug Administration, or FDA, and European Medicines Agency, or EMA, and plan to submit our New Drug Application, or
NDA, in the United States and our Marketing Authorization Application, or MAA, in Europe in the first half of 2015. If we receive regulatory approval, we intend to commercialize ZS-9 for the treatment of hyperkalemia in the United States with our
own specialty sales force targeting nephrologists and cardiologists and intend to seek one or more partners for commercialization in markets outside of the United States. We have completed two clinical studies with ZS-9 that together enrolled 843 patients with hyperkalemia, including patients
with chronic kidney disease, or CKD, heart failure, or HF, diabetes and those on renin-angiotensin aldosterone system, or RAAS, inhibitor therapy. Our first in man study, ZS002, was completed in May 2012 and our first Phase III study, ZS003, was
completed in November 2013. Both trials met their pre-specified primary and secondary efficacy endpoints with clinically meaningful and statistically significant results. We initiated a second Phase III study, ZS004, in the first quarter of 2014,
and will initiate a long term safety study, ZS005, in the second quarter of 2014. Upon successful completion of ZS004, we expect to file our NDA with the FDA and our MAA with the EMA.",THERAPEUTICS,2014-06-18,,,,2834.0,Pharmaceutical Preparations,424b_filing,
PORTOLA PHARMACEUTICALS INC,0001269021,https://www.sec.gov/Archives/edgar/data/1269021/000119312513153305/d436765ds1.htm,4/12/2013,"We are a biopharmaceutical company focused on the development and commercialization of novel therapeutics in the areas of thrombosis, other hematologic
disorders and inflammation for patients who currently have limited or no approved treatment options. Our current development-stage portfolio consists of three compounds discovered through our internal research efforts and one discovered by Portola
scientists during their time at a prior company. Our two lead programs address significant unmet medical needs in the area of thrombosis, or
blood clots. Our lead compound Betrixaban is a novel oral once-daily inhibitor of Factor Xa in Phase 3 development for extended duration prophylaxis, or preventive treatment, of a form of thrombosis known as venous thromboembolism, or VTE, in acute
medically ill patients. Currently, there is no anticoagulant approved for extended duration VTE prophylaxis in this population. Our second lead development candidate PRT4445, which has an ongoing Phase 2 proof-of-concept study, is a recombinant
protein designed to reverse the anticoagulant activity in patients treated with a Factor Xa inhibitor who suffer an uncontrolled bleeding episode or undergo emergency surgery. Our third product candidate, PRT2070, is an orally available kinase
inhibitor being developed for hematologic, or blood, cancers and inflammatory disorders. PRT2070 inhibits spleen tyrosine kinase, or Syk, and janus kinases, or JAK, enzymes that regulate important signaling pathways. Subject to regulatory approval,
we plan to initiate a Phase 1/2 clinical study of PRT2070 in 2013 in patients with B-cell hematologic cancers who have failed or relapsed on existing marketed therapies or products in development, including patients with identified mutations. Our
fourth product candidate, PRT2607, is a highly selective inhibitor of Syk, and is being developed by our partner Biogen Idec Inc., or Biogen, for inflammatory disorders.",THERAPEUTICS,2013-05-22,,,,2834.0,Pharmaceutical Preparations,424b_filing,
DiaMedica Therapeutics Inc.,0001401040,https://www.sec.gov/Archives/edgar/data/1401040/000143774918020300/dmtp20181105_s1.htm,11/9/2018,"We are a clinical stage biopharmaceutical company primarily focused on the development of novel recombinant (synthetic) proteins. Our goal is to use our patented and licensed technologies to establish our company as a leader in the development and commercialization of novel recombinant proteins to treat neurological and kidney diseases. Our primary focus is on acute ischemic stroke (“AIS”) and chronic kidney disease (“CKD”). We plan to advance our lead drug candidate, DM199, through clinical trials, as appropriate, to create shareholder value by establishing its clinical and commercial potential as a therapy for AIS and CKD. DM199 is a recombinant form of human tissue kallikrein-1 (“KLK1”). KLK1 is an endogenous serine protease (protein) produced in the kidneys, pancreas and salivary glands, which plays a critical role in the regulation of local blood flow and vasodilation (the widening of blood vessels which decreases blood pressure) in the body, as well as an important role in managing inflammation and oxidative stress (an imbalance between potentially damaging reactive oxygen species, or free radicals, and antioxidants in your body). We believe DM199 has the potential to treat a variety of diseases where healthy functioning requires sufficient activity of KLK1 and its biochemical system, the kallikrein-kinin system (“KKS”).",THERAPEUTICS,2018-12-10,,,,2834.0,Pharmaceutical Preparations,424b_filing,
KOLLTAN PHARMACEUTICALS INC,0001442835,https://www.sec.gov/Archives/edgar/data/1442835/000104746914007587/a2221359zs-1.htm,9/12/2014,"We are a clinical-stage biopharmaceutical company focused on the discovery and development of novel antibody-based drugs targeting
receptor tyrosine kinases, or RTKs, for the treatment of cancer and other diseases with significant unmet need. We are a leader in understanding the mechanism of action and the biomedical roles of
RTKs and their signaling pathways. RTKs are a group of cell-surface receptors that play important signaling roles in a variety of key cellular functions. Genetic mutations and abnormal regulation of
RTKs play critical roles in many diseases. We are employing a systematic investigation of RTKs and applying our insights with the goal of developing important new medicines with novel mechanisms of
action. Our founders and members of our management team have deep expertise and a proven track record in drug discovery, development and commercialization of innovative therapeutics, including drugs
targeting kinases. We have also established an extensive network of relationships with leading academic institutions, clinical and scientific advisors and biopharmaceutical companies to augment our
internal research and development capabilities. Our
lead product candidate, KTN3379, is an antibody targeting the ErbB3 RTK and is currently in Phase 1 clinical development for adult patients with advanced solid tumors. We also
have two preclinical programs targeting the KIT RTK for inflammatory diseases and oncology. We have a robust discovery pipeline directed at a range of RTK targets and have recently acquired rights to
additional technologies to enhance our position in the RTK field. We believe our product candidates are distinct from other antibodies targeting RTKs, offer the potential to improve patient outcomes
and have an opportunity to be first-in-class or best-in-class.",THERAPEUTICS,2014-09-12,,,,2834.0,Pharmaceutical Preparations,s1_filing_date_proxy,
ACCELERON PHARMA INC,0001280600,https://www.sec.gov/Archives/edgar/data/1280600/000104746913008148/a2216187zs-1.htm,8/7/2013,"We are a clinical stage biopharmaceutical company focused on the discovery, development and commercialization of novel protein
therapeutics for cancer and rare diseases. Our research focuses on the biology of the Transforming Growth Factor-Beta (TGF- b ) protein superfamily, a large and
diverse group of molecules that are key regulators in the growth and repair of tissues throughout the human body. We are leaders in understanding the biology of the
TGF- b superfamily and in targeting these pathways to develop important new medicines. By coupling our discovery and development expertise, including our
proprietary knowledge of the TGF- b superfamily, with our internal protein engineering and manufacturing capabilities, we have built a highly productive research
and development platform that has generated innovative clinical and preclinical protein therapeutic candidates with novel mechanisms of action. We
have three internally discovered protein therapeutic candidates that are currently being studied in 12 ongoing Phase 2 clinical trials, focused on cancer and rare diseases.
These differentiated protein therapeutic candidates have the potential to significantly improve clinical outcomes for patients.",THERAPEUTICS,2013-09-19,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
"Novus Therapeutics, Inc.",0001404281,https://www.sec.gov/Archives/edgar/data/1404281/000119312514305049/d705598ds1.htm,8/11/2014,"We are a clinical-stage biopharmaceutical company focused on developing novel proprietary therapies for the treatment of prostate cancer
and other hormonally-driven diseases. Our lead drug candidate, galeterone, is a highly selective, multi-targeted, oral small molecule drug candidate that we believe has advantages over existing prostate cancer therapies. We have administered
galeterone to over 200 prostate cancer patients and healthy volunteers in Phase 1 and Phase 2 clinical trials. In these trials, galeterone was well tolerated and in multiple prostate cancer populations showed clinically meaningful reductions in
levels of prostate specific antigen, or PSA, a biochemical marker used to evaluate prostate cancer patients for signs of response to therapy. Subject to discussions with the U.S. Food and Drug Administration, or FDA, we anticipate initiating a
pivotal clinical trial of galeterone in the first half of 2015. We are focusing our initial development of galeterone on the treatment of patients with castration resistant prostate cancer, or CRPC, whose prostate tumor cells express an altered androgen receptor that
is truncated. We intend to conduct our planned pivotal clinical trial in these patients who we believe may not be effectively treated by the therapies approved by the FDA in recent years. We believe that one of galeterone’s multiple mechanisms
of action, androgen receptor degradation, provides an opportunity to treat this population of patients. In our ongoing Phase 2 clinical trial of galeterone, which we refer to as our ARMOR2 trial, four patients were identified as having altered
androgen receptors that were truncated, all of whom showed clinically meaningful PSA reductions of at least 50%. Although our initial development focus is on galeterone for the treatment of this population of patients, we are conducting our
Phase 2 ARMOR2 trial of galeterone in multiple CRPC patient populations.",THERAPEUTICS,2014-09-18,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"CoLucid Pharmaceuticals, Inc.",0001348649,https://www.sec.gov/Archives/edgar/data/1348649/000119312515111971/d876348ds1.htm,3/30/2015,"We are a Phase 3 clinical-stage biopharmaceutical company that is developing an innovative and proprietary small molecule for the acute treatment of migraine headaches. Our product
candidates utilize the first new mechanism of action in the last twenty years, which we believe could address the unmet needs of migraine patients, including those with cardiovascular risk factors or stable cardiovascular disease and those who are
dissatisfied with existing therapies. Lasmiditan, our lead product candidate, is an oral tablet for the acute treatment of migraine headaches in adults that does not have the clinical limitations associated with the most commonly used therapies. In
our Phase 2b clinical trial of lasmiditan, we met our primary endpoint of headache relief with statistical significance as well as our secondary endpoint of freedom from the associated symptoms of nausea, sensitivity to sound and sensitivity to
light. Headache relief is defined as reducing a moderate or severe headache at baseline to mild or none two hours after dosing. In our completed clinical trials, lasmiditan was well tolerated and had a favorable patient global impression of change,
an indicator of patient satisfaction. We are conducting our first pivotal Phase 3 randomized, double-blind,
placebo-controlled clinical trial of lasmiditan, or SAMURAI, under a special protocol assessment, or SPA, agreement with the U.S. Food and Drug Administration, or FDA, with top-line data expected in the third quarter of 2016. We also plan to
initiate a second pivotal Phase 3 clinical trial of lasmiditan in the first half of 2016. If we successfully complete our two pivotal Phase 3 clinical trials of lasmiditan, we expect to submit a new drug application, or NDA, to the FDA seeking
marketing approval for lasmiditan in the United States with a product label that is differentiated from triptans. Triptan product labels include warnings and precautions against use in patients with cardiovascular risk factors or disease and
triptans are not indicated to provide freedom from the most bothersome associated symptom. We are also developing intravenous lasmiditan, or IV lasmiditan, for the acute treatment of unspecified headache pain in adults in emergency room and
other urgent care settings. We own or have exclusive rights to the intellectual property for lasmiditan and IV lasmiditan, including composition of matter protection. We have commercial exclusivity for lasmiditan and IV lasmiditan in the United
States",THERAPEUTICS,2015-05-06,,,,2834.0,Pharmaceutical Preparations,424b_filing,
MERRIMACK PHARMACEUTICALS INC,0001274792,https://www.sec.gov/Archives/edgar/data/1274792/000104746911006223/a2204593zs-1.htm,7/8/2011,"We are a biopharmaceutical company discovering, developing and preparing to commercialize innovative medicines paired with companion
diagnostics for the treatment of serious diseases, with an initial focus on cancer. Our mission is to provide patients, physicians and the healthcare system with the tools, medicines and information
to transform the approach to care from one based on the identification and treatment of symptoms to one focused on the diagnosis and treatment of illness through a more precise mechanistic
understanding of disease. We seek to accomplish this mission by applying our proprietary systems biology-based approach to biomedical research, which we call Network Biology. Our vision is to apply
Network Biology to become a global healthcare enterprise that is founded on leading science and driven to deliver integrated healthcare solutions that improve both the quality of patient outcomes and
the efficiency of care. Network
Biology is an interdisciplinary approach to drug discovery and development that enables us to build functional and predictive computational models of biological systems based on quantitative,
kinetic, multiplexed biological data. It provides our scientists with insights into how the complex molecular interactions that occur within cell signaling pathways, or networks, regulate cell
decisions and how dysfunction within these networks leads to disease. We apply Network Biology throughout the research and development process, including for target identification, lead compound
design and optimization, diagnostic discovery, in vitro and in vivo predictive development and the
design of clinical trial protocols. We believe that drug discovery and development using Network Biology is more efficient and productive than traditional approaches.",THERAPEUTICS,2012-03-29,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"AQUINOX PHARMACEUTICALS, INC",0001404644,https://www.sec.gov/Archives/edgar/data/1404644/000119312514024524/d619679ds1.htm,1/28/2014,"We are a clinical-stage pharmaceutical company discovering and
developing novel drug candidates to treat inflammation and cancer. Our primary focus is anti-inflammatory product candidates targeting SHIP1, which is a key regulator of an important cellular signaling pathway in immune cells, known as the PI3K
pathway. Our lead product candidate, AQX-1125, is a SHIP1 activator and has demonstrated broad anti-inflammatory activity. AQX-1125 has successfully completed three clinical trials dosed as a once daily oral product with over 100 subjects having
received AQX-1125 to date. We are currently investigating AQX-1125 in two Phase 2 clinical trials, one for Chronic Obstructive Pulmonary Disease, or COPD, and one for Bladder Pain Syndrome/Interstitial Cystitis, or BPS/IC. COPD and BPS/IC are
debilitating chronic inflammatory diseases affecting millions of people worldwide. Inflammation can be reduced by activation of SHIP1 (SH2-containing
inositol-5’-phosphatase 1), which is a natural modulator of the PI3K (P13 kinase) pathway. If the PI3K pathway is overactive, immune cells may produce an abundance of pro-inflammatory signaling molecules and migrate to and concentrate in
tissues, resulting in excessive or chronic inflammation. Drugs activating SHIP1 may reduce the function and migration of immune cells and have an anti-inflammatory effect. In addition, because SHIP1 is predominantly present in immune cells,
off-tissue toxicities may be minimized. Immune cells with lowered levels of SHIP1 cause abnormal inflammation at mucosal surfaces in response to inflammatory stimuli. Accordingly, we are targeting inflammatory diseases that occur at mucosal
surfaces, including those of the respiratory, urinary and gastrointestinal tracts, for which we believe there is broad therapeutic and market potential.",THERAPEUTICS,2014-03-07,,,,2834.0,Pharmaceutical Preparations,424b_filing,
Celladon Corp,0001305253,https://www.sec.gov/Archives/edgar/data/1305253/000119312513396992/d578642ds1.htm,10/11/2013,"We are a clinical-stage biotechnology company applying our leadership position in the field of calcium dysregulation by targeting SERCA enzymes
to develop novel therapies for diseases with tremendous unmet medical needs. Sarco/endoplasmic reticulum Ca 2+ -ATPase, or SERCA, enzymes are a family of enzymes that play an integral part in the
regulation of intra-cellular calcium in all human cells. Calcium dysregulation is implicated in a number of important and complex medical conditions and diseases, such as heart failure, which is a clinical syndrome characterized by poor heart
function, resulting in inadequate blood flow to meet the body’s metabolic needs, as well as diabetes and neurodegenerative diseases. Our therapeutic portfolio for diseases characterized by SERCA enzyme deficiency includes both gene
therapies and small molecule compounds. MYDICAR, our most advanced product candidate, uses gene therapy to target SERCA2a, which is an enzyme that becomes deficient in patients with heart failure. SERCA2a was scientifically validated as a molecular
target for heart failure in the 1990s and became a focus of internal discovery efforts for many large pharmaceutical companies. However, to date, no other company has been successful in targeting SERCA2a using traditional discovery methods. We
believe that our gene therapy approach to modulating SERCA2a overcomes the issues encountered by previous efforts and has the potential to provide transformative disease-modifying effects with long-term benefits in patients with heart failure. In
addition, we have identified a number of potential first-in-class compounds addressing novel targets in diabetes and neurodegenerative diseases with our small molecule platform of SERCA2b modulators. We are the first company to enter clinical development with a product candidate, MYDICAR, that selectively targets SERCA2a. We refer to our
Phase 1 trial and Phase 2a trial of MYDICAR together as our CUPID 1 trial. In Phase 2a of our CUPID 1 trial, 39 patients with systolic heart failure, which is caused by the inability of the heart to pump blood efficiently due to weakening and
enlargement of the ventricles, were enrolled in a randomized, double-blind, placebo-controlled trial, where MYDICAR was found to be safe and well-tolerated, reduced heart failure-related hospitalizations, improved patients’ symptoms, quality of
life and serum biomarkers, and improved key markers of cardiac function predictive of survival, such as end systolic ",THERAPEUTICS,2014-01-30,,,,2836.0,"Biological Products, (No Diagnostic Substances)",424b_filing,
Immune Design Corp.,0001437786,https://www.sec.gov/Archives/edgar/data/1437786/000119312514245706/d698822ds1.htm,6/23/2014,"We are a clinical-stage immunotherapy company with next-generation in vivo approaches designed to enable the body’s immune system to fight disease. We have
engineered our technologies to activate the immune system’s natural ability to create tumor-specific cytotoxic T cells, or CTLs, to fight cancer. We are developing multiple product candidates from our two discovery platforms, DCVex TM and GLAAS TM , which we believe have the potential to treat a broad patient population. Our product candidates, LV305, CMB305 and G100, utilize
multiple immuno-oncology approaches and, we believe, address the shortcomings of existing therapies. The following is our product development pipeline based on our DCVex and GLAAS platforms: Because of its prime-boost approach, we believe CMB305 should be more effective than either of LV305 or G305 alone. Although we currently intend to focus our
development efforts on CMB305 and G100, we plan to conduct a small exploratory trial to compare LV305 and CMB305 in the same tumor types. After reviewing that data, we may elect to separately develop LV305.",THERAPEUTICS,2014-07-24,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"ADURO BIOTECH, INC.",0001435049,https://www.sec.gov/Archives/edgar/data/1435049/000119312515087572/d804420ds1.htm,3/11/2015,"We are a clinical-stage
immuno-oncology company focused on the development of first-in-class technology platforms designed to stimulate robust and durable immune responses against cancer, and our lead product candidate is in a randomized controlled Phase 2b clinical trial
in metastatic pancreatic cancer. Immuno-oncology encompasses a class of therapies that leverage the patient’s immune system to slow the growth and spread of, or eliminate, tumor cells. We believe a critical distinguishing factor in our approach
to immuno-oncology is that our novel therapies initiate powerful innate immune responses and drive targeted, durable adaptive immune responses. The immunotherapy field is rapidly advancing with new immuno-oncology combinations that focus on
strengthening therapeutic efficacy in a wide range of cancers. We intend to pursue a broad strategy of combining our technology platforms with conventional and novel immuno-oncology therapies, based on their mechanisms of action, safety profiles and
versatility. Our pipeline of immuno-oncology product candidates is derived from two proprietary technology platforms: Live, Attenuated, Double-Deleted, or LADD, Listeria monocytogenes and cyclic dinucleotides, or CDNs. Our lead LADD product
candidate, CRS-207, is currently being developed in metastatic pancreatic cancer and unresectable malignant pleural mesothelioma. In a completed randomized controlled Phase 2a clinical trial in metastatic pancreatic cancer patients, CRS-207
demonstrated a statistically significant improvement in overall survival when combined with GVAX Pancreas, a cellular vaccine product candidate. The 93-patient two-arm Phase 2a clinical trial was designed to compare the combination of CRS-207
and GVAX Pancreas versus GVAX Pancreas alone. The trial met the primary efficacy endpoint of overall survival at an interim analysis and was stopped upon recommendation from the Data Monitoring Committee. Based on the data from this study, our lead
immuno-oncology regimen of CRS-207 and GVAX Pancreas was granted Breakthrough Therapy designation by the U.S. Food and Drug Administration, or FDA. Breakthrough Therapy designation is intended to expedite the development and review of products that
treat serious or life-threatening conditions. We have obtained orphan drug designations from the FDA for CRS-207 and GVAX Pancreas for the treatment of pancreatic cancer. Under the Orphan Drug Act, the FDA may grant orphan drug designation to a drug
or biologic intend",THERAPEUTICS,2015-04-15,,,,2834.0,Pharmaceutical Preparations,424b_filing,
Regado Biosciences Inc,0001311596,https://www.sec.gov/Archives/edgar/data/1311596/000119312513181895/d492832ds1.htm,4/29/2013,"We are a biopharmaceutical company focused on the discovery and development of novel, first-in-class, actively controllable antithrombotic
drug systems for acute and sub-acute cardiovascular indications. We are pioneering the discovery and development of two-component drug systems consisting of a therapeutic aptamer and its specific active control agent. Our actively controllable
product candidates have the potential to improve outcomes, enhance the patient experience and reduce overall treatment costs. REG1 is an actively controllable anticoagulant targeting coagulation Factor IXa for use in patients with
a wide variety of acute coronary syndromes, or ACS, undergoing a percutaneous coronary intervention, or PCI, a hospital-based procedure used to mechanically open or widen obstructed coronary arteries. REG1 consists of pegnivacogin, an anticoagulant
aptamer, and its specific active control agent, anivamersen. Pegnivacogin achieves its maximal anticoagulant effect within five minutes of injection. Anivamersen is an oligonucleotide, a biological polymer consisting of a relatively small number of
nucleotides chemically bound in a linear sequence that forms a chain-like structure, or strand, and has no pharmacologic activity other than to bind to pegnivacogin. Anivamersen rapidly and precisely reduces or eliminates the anticoagulant activity
of pegnivacogin. Both pegnivacogin and anivamersen are administered by intravenous bolus injection using weight-based dosing. By adjusting the dose of anivamersen relative to pegnivacogin, the anticoagulant effect of pegnivacogin can be precisely
and rapidly controlled or eliminated. The unprecedented level of control that REG1 provides permits physicians to achieve levels of anticoagulation in patients that would be unsafe to use with existing anticoagulants.",THERAPEUTICS,2013-08-22,,,,2834.0,Pharmaceutical Preparations,424b_filing,
"PROTEOSTASIS THERAPEUTICS, INC.",0001445283,https://www.sec.gov/Archives/edgar/data/1445283/000119312515412641/d918922ds1.htm,12/23/2015,"We are an innovative
biopharmaceutical company committed to the discovery and development of novel therapeutics that treat diseases caused by an imbalance in the proteostasis network, a set of pathways that control protein biosynthesis, folding, trafficking and
clearance. Our initial therapeutic focus is on cystic fibrosis, or CF, which is caused by defects in the cystic fibrosis transmembrane conductance regulator, or CFTR, protein and insufficient CFTR protein function. CF is an orphan disease that
affects an estimated 70,000 to 100,000 patients worldwide, with the vast majority of affected individuals in the United States, Canada, Europe and Australia. CF is the most common fatal inherited disease in Caucasians, and there is presently no
cure. Our founders and scientific advisory board members include many of the world’s foremost proteostasis network experts and serve
as an ongoing resource to complement our internal team’s core competencies. Leveraging our unique and comprehensive expertise of the proteostasis network, we have developed the Disease Relevant Translation, or DRT, technology platform, a
validated drug screening approach for identifying highly translatable therapeutics based on predictive and functionally pertinent phenotypic assays and disease relevant models. Using this proprietary platform, we identified a new class of small
molecules, which we call amplifiers, that modulate proteins in the proteostasis network.",THERAPEUTICS,2016-02-12,,,,2834.0,Pharmaceutical Preparations,424b_filing,
EYEGATE PHARMACEUTICALS INC,0001372514,https://www.sec.gov/Archives/edgar/data/1372514/000114420414045707/v383973_s1.htm,7/30/2014,"We are a clinical-stage specialty pharmaceutical company that is focused on developing and commercializing therapeutics and drug delivery systems for treating diseases of the eye. EGP-437, our first and only product in clinical trials, incorporates a reformulated topically active corticosteroid, dexamethasone phosphate, that is delivered into the ocular tissues though our proprietary innovative drug delivery system, the EyeGate® II Delivery System. EGP-437 is being developed under the 505(b)(2) New Drug Application, or NDA, regulatory pathway for drugs submitted for approval to the U.S. Food and Drug Administration, or
FDA, which enables an applicant to rely, in part, on the FDA’s findings of safety and efficacy for an existing product, or published literature, in support of its NDA. The EyeGate® II Delivery System and EGP-437, are designed to address two major issues in ophthalmic medicine: lack of patient compliance and safety. The EyeGate® II Delivery System features a compact, elegant, and easy-to-use device that we believe has the potential to deliver drugs non-invasively and quickly into the ocular tissues through the use of iontophoresis, which can accelerate the onset of action, dramatically reduce treatment frequency versus eye drops and sustain therapeutic effect. Iontophoresis employs the use of a low electrical current that promotes the migration of a charged drug substance across
biological membranes. The current produces ions, which through electrorepulsion, drive a like-charged drug substance into the tissues. The EyeGate® II Delivery System is easy-to-use, only takes a few minutes to employ and has been utilized to administer more than 1,700 experimental treatments. We hold worldwide commercialization rights to the EyeGate® II Delivery System.",THERAPEUTICS,2015-02-13,,,,2834.0,Pharmaceutical Preparations,424b_filing,
SELECTA BIOSCIENCES INC,0001453687,https://www.sec.gov/Archives/edgar/data/1453687/000104746916013398/a2228672zs-1.htm,5/24/2016,"We are a clinical-stage biopharmaceutical company using our proprietary synthetic vaccine particle, or SVP, technology to discover and develop
targeted therapies that are designed to modulate the immune system to effectively and safely treat rare and serious diseases. Many such diseases are treated with biologic therapies that are foreign to
the patient's immune system and, therefore, elicit an undesired immune response. Of particular concern are anti-drug antibodies, or ADAs, which are produced by the immune system in response to
biologic therapy and can adversely affect the efficacy and safety of treatment. Our proprietary SVP technology encapsulates an immunomodulator in biodegradable nanoparticles to induce antigen-specific
immune tolerance to mitigate the formation of ADAs in response to life-sustaining biologic drugs. We believe our SVP technology has the potential for broad applications to both enhance existing
biologic drugs and enable novel therapies. Our lead product candidate, SEL-212, is a combination of a therapeutic enzyme and our SVP technology designed to be the first biologic treatment for gout
that durably controls uric acid in refractory gout and dissolves and removes harmful deposits of uric acid crystals in chronic tophaceous gout, each a painful and debilitating disease with unmet
medical need. SEL-212 is currently in a comprehensive Phase 1/2 clinical program. The Phase 1/2 clinical program is comprised of two Phase 1 clinical trials and a Phase 2
clinical trial, and is designed to evaluate the ability of SEL-212 to control uric acid levels and mitigate the formation of ADAs. Based on preliminary data from our ongoing Phase 1b clinical
trial, we believe that SEL-212 has the potential to control serum uric acid levels for at least 30 days after a single dose by mitigating the formation of ADAs in response to the therapeutic enzyme.
We expect to receive final data from both Phase 1 clinical trials and initiate the Phase 2 clinical trial in the second half of 2016. Despite
rapid advancement in biologic treatment of rare and serious diseases, many biologic therapies are not broadly effective because they are exogenous proteins that are foreign to the patient's
immune system and, therefore, may elicit an immune response, known as immunogenicity. Undesired immunogenicity includes the formation of ADAs that can compromise the drug's efficacy and cause serious
allergic reactions. The formation of ADAs is known to occur in established treatme",THERAPEUTICS,2016-06-23,,,,2834.0,Pharmaceutical Preparations,424b_filing,
